C,SF,S,QP,W,SP,F,WB,T,CT,SPB,FT,FL,FD,ST,A,CS
1009.0,0.0,1231.0,0.0,201.8,34.2,0.0,0.2,21,1,1,0,0.0,0.0,1,56,126.2
845.5,44.5,1231.0,0.0,178.0,30.2,0.0,0.2,21,1,1,0,0.0,0.0,1,90,126.2
850.34,149.66,1173.47,0.0,200.0,14.03,0.0,0.2,23,1,1,0,0.0,0.0,1,7,126.2
890.0,0.0,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,56,125.7
720.0,180.0,1310.4,0.0,180.0,9.0,0.0,0.2,23,1,1,0,0.0,0.0,1,28,125.56
850.0,212.5,935.0,255.0,212.5,21.2,8.5,0.2,23,1,1,4,10.0,0.44,1,28,125.5
788.0,197.0,866.8,315.0,173.0,14.77,0.0,0.18,23,1,1,0,0.0,0.0,1,14,125.5
845.5,44.5,1231.0,0.0,178.0,30.2,0.0,0.2,21,1,1,0,0.0,0.0,1,90,125.4
875.0,150.0,1100.0,0.0,180.0,35.0,8.75,0.18,23,1,1,4,24.0,0.023,1,28,125.4
720.0,80.0,1422.9,0.0,160.0,29.6,0.0,0.2,23,1,1,0,0.0,0.0,1,90,125.3
922.0,230.0,1152.0,0.0,184.0,11.52,13.83,0.16,23,1,1,4,12.0,0.018,1,7,125.1
750.0,250.0,1140.0,0.0,200.0,12.0,0.0,0.2,23,1,1,0,0.0,0.0,1,28,125.0
890.0,0.0,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,28,124.9
874.9,43.7,1273.4,0.0,202.1,45.9,78.0,0.22,21,1,1,1,13.0,0.2,1,28,124.83
890.0,0.0,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,56,124.5
720.0,180.0,1353.6,0.0,162.0,10.8,0.0,0.18,23,1,1,0,0.0,0.0,1,7,124.3
720.0,180.0,1303.2,0.0,180.0,10.8,0.0,0.2,23,1,1,0,0.0,0.0,1,28,124.2
720.0,80.0,1422.9,0.0,160.0,29.6,0.0,0.2,23,1,1,0,0.0,0.0,1,56,124.2
960.0,240.0,773.8,0.0,234.0,45.0,58.5,0.2,23,1,1,1,13.0,0.2,1,7,124.2
845.5,44.5,1231.0,0.0,178.0,30.2,0.0,0.2,21,1,1,0,0.0,0.0,1,56,124.1
800.0,0.0,1471.3,0.0,160.0,21.6,0.0,0.2,23,1,1,0,0.0,0.0,1,90,124.1
900.0,220.0,1005.0,0.0,163.0,40.0,156.0,0.15,23,1,1,1,13.0,0.2,1,7,124.1
828.0,207.0,911.0,248.0,186.4,21.0,0.0,0.18,23,1,1,0,0.0,0.0,1,7,124.1
845.5,44.5,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,7,124.0
960.0,240.0,793.7,0.0,234.0,45.0,0.0,0.2,23,1,1,0,0.0,0.0,1,7,124.0
720.0,180.0,1296.0,0.0,180.0,12.6,0.0,0.2,23,1,1,0,0.0,0.0,1,7,124.0
850.34,149.66,1173.47,0.0,200.0,11.99,0.0,0.2,23,1,1,0,0.0,0.0,1,7,124.0
792.0,264.0,1056.0,0.0,173.0,21.1,156.0,0.16,20,1,1,1,13.0,0.2,1,7,123.66
800.0,200.0,1160.0,0.0,200.0,12.0,0.0,0.2,23,1,1,0,0.0,0.0,1,7,123.5
850.34,149.66,1181.97,0.0,200.0,10.03,0.0,0.2,23,1,1,0,0.0,0.0,1,7,123.5
675.0,225.0,1289.25,0.0,180.0,10.8,0.0,0.2,23,1,1,0,0.0,0.0,1,28,123.4
784.0,261.0,1045.0,0.0,171.0,20.9,23.52,0.16,23,1,1,6,13.0,0.2,1,7,123.2
850.0,212.5,935.0,255.0,212.5,21.2,0.0,0.2,23,1,1,0,0.0,0.0,1,28,123.2
809.0,270.0,1079.0,0.0,177.0,21.6,0.0,0.16,23,1,1,0,0.0,0.0,1,28,123.2
850.0,212.5,935.0,255.0,212.5,21.2,8.5,0.2,23,1,1,4,10.0,0.44,1,28,123.0
680.0,120.0,1502.8,0.0,144.0,9.59,0.0,0.18,23,1,1,0,0.0,0.0,1,28,122.93
850.0,150.0,1122.0,0.0,220.0,11.99,0.0,0.22,23,1,1,0,0.0,0.0,1,28,122.93
765.0,135.0,1315.8,0.0,180.0,10.79,0.0,0.2,23,1,1,0,0.0,0.0,1,28,122.6
960.0,240.0,771.9,0.0,234.0,45.0,58.5,0.2,23,1,1,1,13.0,0.2,1,7,122.6
890.0,222.0,837.0,0.0,222.0,29.6,0.0,0.2,23,2,1,0,0.0,0.0,1,28,122.4
784.0,261.0,1045.0,0.0,171.0,20.9,23.52,0.16,23,1,1,6,13.0,0.2,1,3,122.4
720.0,180.0,1310.4,0.0,180.0,9.0,0.0,0.2,23,1,1,0,0.0,0.0,1,7,122.3
890.0,0.0,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,28,122.1
680.0,120.0,1462.0,0.0,160.0,11.22,0.0,0.2,23,1,1,0,0.0,0.0,1,28,122.05
720.0,180.0,1260.0,0.0,198.0,10.8,0.0,0.22,23,1,1,0,0.0,0.0,1,28,122.05
845.5,44.5,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,7,121.9
960.0,240.0,780.5,0.0,234.0,45.0,39.0,0.2,23,1,1,1,13.0,0.2,1,7,121.8
850.0,212.5,935.0,255.0,212.5,21.2,17.0,0.2,23,1,1,4,10.0,0.44,1,28,121.6
890.0,0.0,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,28,121.4
741.0,185.0,815.0,259.0,185.0,9.0,14.82,0.2,23,1,1,6,13.0,0.2,1,7,121.3
845.5,44.5,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,7,121.3
958.55,50.45,1456.8,0.0,201.8,34.2,0.0,0.2,23,1,1,0,0.0,0.0,1,7,121.3
756.5,133.5,1231.0,0.0,178.0,30.2,0.0,0.2,21,1,1,0,0.0,0.0,1,90,120.9
845.5,44.5,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,7,120.9
874.9,43.7,1273.4,0.0,202.1,45.9,156.0,0.22,21,1,1,1,13.0,0.2,1,7,120.81
750.19,249.81,1140.29,0.0,200.0,12.0,0.0,0.2,23,1,1,0,0.0,0.0,1,7,120.8
720.0,80.0,1422.9,0.0,160.0,29.6,0.0,0.2,23,1,1,0,0.0,0.0,1,28,120.7
720.0,180.0,1303.2,0.0,180.0,10.8,0.0,0.2,23,1,1,0,0.0,0.0,1,7,120.6
1009.0,0.0,1456.8,0.0,201.8,34.2,0.0,0.2,23,1,1,0,0.0,0.0,1,7,120.5
960.0,240.0,779.2,0.0,234.0,45.0,39.0,0.2,23,1,1,1,13.0,0.2,1,7,120.2
1116.7,390.85,625.35,0.0,212.17,23.45,0.0,0.14,23,1,1,0,0.0,0.0,1,7,120.2
845.5,44.5,1231.0,0.0,178.0,30.2,0.0,0.2,21,1,1,0,0.0,0.0,1,56,120.1
756.5,133.5,1231.0,0.0,178.0,30.2,0.0,0.2,21,1,1,0,0.0,0.0,1,56,120.1
